public_id,name,slug,category,facility_status,stage_of_development,is_live,is_under_construction,longitude,latitude,city,admin_region,country_code,company_id,dcbyte_url
VwMrVB,HOU01,edge-connex-hou01,Colocation,Open,"live, early_stage",True,False,-95.745387,29.794696,Cinco Ranch,Texas,US,PWOPEL,https://app.dcbyte.com/property/edge-connex-hou01
BX6Q1G,Dulles 28 Technology Park,dulles-28-technology-park,Colocation,Open,under_construction,False,True,-77.442256644,39.008668989,Sterling,Virginia,US,Wer17E,https://app.dcbyte.com/property/dulles-28-technology-park
GlWjVR,,flughafen-zurich-data-centre,Self-build,Open,live,True,False,8.551469794,47.445994992,Glattbrugg / Rohr/Platten-Balsberg,Zurich,CH,,https://app.dcbyte.com/property/flughafen-zurich-data-centre
R2ZvQR,VERnet DC,versija-vernet-dc,Colocation,Open,live,True,False,24.12245,56.952704,Riga,Riga,LV,0EQool,https://app.dcbyte.com/property/versija-vernet-dc
GWZV3R,IT and Data Centre Linz 1,it-and-data-centre-linz-1-,Colocation,Open,live,True,False,14.3081221,48.2823189,Linz,Upper Austria,AT,lyX6P2,https://app.dcbyte.com/property/it-and-data-centre-linz-1-
G33qyG,IPDC Expansion,ipdc-expansion,Colocation,Open,"live, committed",True,False,103.598448413,1.436371917,Pekan Nenas,Johor,MY,Xl9gDE,https://app.dcbyte.com/property/ipdc-expansion
Bg0LWR,ROM1,rom1-drt,Colocation,Open,"under_construction, committed, early_stage",False,True,12.491179976,41.775601225,Selcetta,Latium,IT,7EmxWb,https://app.dcbyte.com/property/rom1-drt
RjWmJG,,meta-temple,Self-build,Open,"under_construction, committed",False,True,-97.36786205,31.129710107,Temple,Texas,US,,https://app.dcbyte.com/property/meta-temple
wMAyZw,HKG2,airtrunk-hkg2,Colocation,Open,"under_construction, committed",False,True,114.181399807,22.376581208,Sha Tin,Sha Tin,HK,b2Yv6l,https://app.dcbyte.com/property/airtrunk-hkg2
BAQZxB,Bucharest 3,bucharest-3-portland-trust,Colocation,Open,early_stage,False,False,26.105543801,44.43661364,Bucharest,Bucuresti,RO,WNBj1W,https://app.dcbyte.com/property/bucharest-3-portland-trust
BJrANB,CW01,cw01,Colocation,,,False,False,107.703671666,35.732555718,Nanjie,Gansu Sheng,CN,zWMXvl,https://app.dcbyte.com/property/cw01
BqWMaG,Columbus,cogent-columbus,Colocation,Open,live,True,False,-82.995553245,39.968125847,Columbus,Ohio,US,J2RD7W,https://app.dcbyte.com/property/cogent-columbus
R0ZW5w,Skybox Chicago I,skybox-chicago-i,Colocation,Open,committed,False,False,-87.974881767,41.993538922,Elk Grove Village,Illinois,US,W0G56l,https://app.dcbyte.com/property/skybox-chicago-i
BXZLVG,,microsoft-pataskala,Self-build,Open,landbanked,False,False,-82.718865509,39.977712194,Etna,Ohio,US,,https://app.dcbyte.com/property/microsoft-pataskala
R4kdPB,DC7,dc7-tet,Colocation,Open,"under_construction, committed",False,True,24.380457649,56.86544975,Salaspils,Salaspils,LV,PloZ72,https://app.dcbyte.com/property/dc7-tet
BAQPAB,RS-2,rs-2-beenet,Colocation,Open,committed,False,False,20.451549875,44.805869225,Belgrade,Central Serbia,RS,W1B4pE,https://app.dcbyte.com/property/rs-2-beenet
GzYEZR,Houston – 1301 Fannin,netrality-data-centers-houston-1301-fannin,Colocation,Open,live,True,False,-95.365697385,29.753546517,Houston,Texas,US,W7Gy9W,https://app.dcbyte.com/property/netrality-data-centers-houston-1301-fannin
GyPQER,Betooni 1,levira-betooni-1,Colocation,Open,live,True,False,24.84965909,59.429917762,Kose,Harju,EE,OWBPk2,https://app.dcbyte.com/property/levira-betooni-1
BAQ8mB,Site 4,gds-holdings-site-4,Colocation,Open,"live, under_construction, early_stage",True,True,103.600071101,1.430619278,Pekan Nenas,Johor,MY,WVB8jW,https://app.dcbyte.com/property/gds-holdings-site-4
GlWn7R,Tung Chung Data Centre,tung-chung-data-centre,Colocation,Open,committed,False,False,113.955857485,22.296964049,Tuen Mun,Tuen Mun,HK,lz7rOW,https://app.dcbyte.com/property/tung-chung-data-centre
Gz3Zdw,Ramla Campus,medone-ramla-campus,Colocation,Open,"under_construction, committed",False,True,34.884217209,31.928451967,Ramla,Central District,IL,Xl9KKE,https://app.dcbyte.com/property/medone-ramla-campus
B7mveG,Riga Radio and Television Tower,lvrtc-riga-radio-and-television-tower,Colocation,Open,"live, committed",True,False,24.136943,56.923894,Riga,Riga,LV,NE8PVE,https://app.dcbyte.com/property/lvrtc-riga-radio-and-television-tower
GnqQVR,DE3,coresite-de3,Colocation,Open,"under_construction, early_stage",False,True,-104.962990817,39.785688912,Commerce City,Colorado,US,7ly68W,https://app.dcbyte.com/property/coresite-de3
BELlXw,Johor,digital-edge-johor,Colocation,Open,"early_stage, committed",False,False,103.613253176,1.394135508,Skudai,Johor,MY,n2bj42,https://app.dcbyte.com/property/digital-edge-johor
BEL3Xw,,microsoft-jigginstown,Self-build,Open,landbanked,False,False,-6.694306135,53.20458308,Naas,Leinster,IE,,https://app.dcbyte.com/property/microsoft-jigginstown
GlWdVR,Data Center Rome,data-center-rome,Colocation,Open,early_stage,False,False,12.580415564,41.704770667,Pavona,Latium,IT,WJ9oRl,https://app.dcbyte.com/property/data-center-rome
RjJVJR,Omega,ned-data-centers-omega,Colocation,Open,landbanked,False,False,34.764233538,31.952337418,Rishon LeZiyyon,Central District,IL,lyjJgW,https://app.dcbyte.com/property/ned-data-centers-omega
wV6Pbw,Cambridge Innovation Campus,cambridge-innovation-campus-aionx,Colocation,Open,"early_stage, committed",False,False,0.130723784,52.395918073,Witchford,England,GB,EmbA92,https://app.dcbyte.com/property/cambridge-innovation-campus-aionx
BPLrKB,TPT Data Center,tpt-data-center,Colocation,Open,"under_construction, committed, early_stage",False,True,106.528725371,10.926024306,Cu Chi,Ho Chi Minh City,VN,2Y5362,https://app.dcbyte.com/property/tpt-data-center
R2bDMR,Data Center,greenergy-data-center-baltics,Colocation,Open,"live, committed",True,False,24.562962,59.38689,Tabasalu,Harju,EE,nEXo6W,https://app.dcbyte.com/property/greenergy-data-center-baltics
wOLznB,STT Pune IDC10,stt-pune-idc10,Colocation,Open,landbanked,False,False,73.86483508,18.606668725,Khadki,Maharashtra,IN,olzgMW,https://app.dcbyte.com/property/stt-pune-idc10
GLo5bR,ME3,me3,Colocation,Open,landbanked,False,False,144.914941654,-37.822069969,Yarraville,Victoria,AU,XW5rEZ,https://app.dcbyte.com/property/me3
RYq6AR,Frankfurt West II,frankfurt-west-ii,Colocation,Open,"under_construction, committed",False,True,8.587561552,50.124690929,Eschborn,Hesse,DE,zWMzvE,https://app.dcbyte.com/property/frankfurt-west-ii
G6QLbR,Noida 3,noida-3-,Colocation,Open,early_stage,False,False,77.542401373,28.546069419,Dadri,Uttar Pradesh,IN,vWx3Ml,https://app.dcbyte.com/property/noida-3-
BEW0YG,Tech Park at Brambleton,tech-park-at-brambleton,Colocation,Open,"under_construction, committed",False,True,-77.534929427,38.957578388,Brambleton,Virginia,US,Wer17E,https://app.dcbyte.com/property/tech-park-at-brambleton
BPJ8dG,,kirkkonummi,Self-build,Open,"committed, early_stage",False,False,24.55049413,60.146365029,Kirkkonummi,Uusimaa,FI,,https://app.dcbyte.com/property/kirkkonummi
wOL8DB,KGI1,kgi1,Colocation,Open,committed,False,False,30.078055747,-1.908495019,Kigali,Kigali,RW,q26MPE,https://app.dcbyte.com/property/kgi1
Gm6nLw,Jug and Harrison,dbt-data-jug-and-harrison,Colocation,Open,landbanked,False,False,-82.737616457,40.094300296,New Albany,Ohio,US,gEAyLE,https://app.dcbyte.com/property/dbt-data-jug-and-harrison
GlXnVG,"PAR11, Digital Park",par11--digital-park,Colocation,Open,live,True,False,2.398837,48.92766,La Courneuve,Ile-de-France,FR,7EmxWb,https://app.dcbyte.com/property/par11--digital-park
GaAVmG,,university-of-dallas-uofd-data-center,Self-build,Open,early_stage,False,False,-96.9182,32.8534,Irving,Texas,US,,https://app.dcbyte.com/property/university-of-dallas-uofd-data-center
BAQ7MB,Bangkok 3,ntt-gdc-bangkok-3,Colocation,Open,"committed, under_construction",False,True,101.048400599,13.444022082,Phan Thong,Chon Buri,TH,vWx5EJ,https://app.dcbyte.com/property/ntt-gdc-bangkok-3
GrjAXG,Ashburn 2,ashburn-2,Colocation,Open,"live, committed",True,False,-77.45606,38.995558,Sterling,Virginia,US,WVoAxE,https://app.dcbyte.com/property/ashburn-2
GmXjLR,Data Centre,nano-it-data-centre,Colocation,Open,live,True,False,24.169771,56.920935,Balozi,Kekava,LV,7EmxNW,https://app.dcbyte.com/property/nano-it-data-centre
wOvPrG,NVA08,stack-infrastructure-nva08,Colocation,Open,committed,False,False,-77.520658302,39.086341016,Belmont,Virginia,US,dW7KMW,https://app.dcbyte.com/property/stack-infrastructure-nva08
Gn4lgB,BOM10,bom10,Colocation,Open,"early_stage, under_construction",False,True,72.888074646,19.113220216,Powai,Maharashtra,IN,WGB94l,https://app.dcbyte.com/property/bom10
GagzmB,SSCLLP02,sscllp02,Colocation,Open,under_construction,False,True,-70.756814113,-33.300468872,Chicureo Abajo,Santiago Metropolitan,CL,7Emnp2,https://app.dcbyte.com/property/sscllp02
B7m7eG,Johvi,astrec-data-center,Colocation,Open,"live, committed",True,False,27.413151,59.352722,Johvi,Ida-Virumaa,EE,02rKMl,https://app.dcbyte.com/property/astrec-data-center
wOvOnG,FRA I Data Centre,fra-i-data-centre-,Colocation,Open,"under_construction, committed",False,True,8.583568247,49.984814691,Morfelden-Walldorf,Hesse,DE,PWOP7E,https://app.dcbyte.com/property/fra-i-data-centre-
BqZrMR,,alibaba-western-cloud-computing-center,Self-build,,,False,False,104.444413464,30.471786691,Jiancheng,Sichuan,CN,,https://app.dcbyte.com/property/alibaba-western-cloud-computing-center
R2LDQw,JC3,jc3,Colocation,Open,"early_stage, under_construction, committed",False,True,107.186388755,-6.373277634,Cikarang,West Java,ID,4EK0L2,https://app.dcbyte.com/property/jc3
GyY0yG,KTP (Starhill),ktp-(starhill),Colocation,Open,"live, early_stage, committed, under_construction",True,True,103.714571411,1.559943394,Skudai,Johor,MY,WVB8jW,https://app.dcbyte.com/property/ktp-(starhill)
GZZP6G,,niagara-falls-ai-data-center,Self-build,Open,early_stage,False,False,-79.040921936,43.12294659,Niagara Falls,New York,US,,https://app.dcbyte.com/property/niagara-falls-ai-data-center
woW4bw,,hut-8-vega,Self-build,Open,live,True,False,-100.113573004,32.300286416,Merkel,Texas,US,,https://app.dcbyte.com/property/hut-8-vega
RNQJ0B,Riga,alphahost-lv-riga,Colocation,Open,live,True,False,24.126268,56.940646,Riga,Riga,LV,VWN7NE,https://app.dcbyte.com/property/alphahost-lv-riga
R0aQjG,Kleistu,tet-kleistu,Colocation,Open,live,True,False,24.020861,56.961465,Marupe,Marupe,LV,PloZ72,https://app.dcbyte.com/property/tet-kleistu
BgV2Ww,BJ1,bj1,Colocation,Open,live,True,False,116.340258793,39.773882885,Xihongmen,Beijing,CN,4EK0L2,https://app.dcbyte.com/property/bj1
mGr4rB,Belgium DC,belgium-dc,Colocation,Open,live,True,False,5.261774899,50.579633614,Villers-le-Bouillet,Wallonia,BE,Pl4dql,https://app.dcbyte.com/property/belgium-dc
GLPneG,Dattum,tet-dattum,Colocation,Open,live,True,False,24.123798,56.951266,Riga,Riga,LV,PloZ72,https://app.dcbyte.com/property/tet-dattum
Gdd68G,Brivibas,tet-brivibas,Colocation,Open,live,True,False,24.183741,56.978148,Jaunciems,Riga,LV,PloZ72,https://app.dcbyte.com/property/tet-brivibas
BA3KQG,Kolkata Campus,kolkata-campus-,Colocation,Open,"live, under_construction, committed",True,True,88.458703961,22.619480476,Dam Dam,West Bengal,IN,vWx5EJ,https://app.dcbyte.com/property/kolkata-campus-
BgJEWw,KL2,equinix-kl2,Colocation,Open,"under_construction, committed",False,True,101.644416291,2.906910487,Putrajaya,Putrajaya,MY,XW5rEZ,https://app.dcbyte.com/property/equinix-kl2
B1X38w,,microsoft-denmark-east-taastrup,Self-build,Open,"live, committed",True,False,12.258057815,55.643055687,Taastrup,Capital Region,DK,,https://app.dcbyte.com/property/microsoft-denmark-east-taastrup
GlWgrR,Bangkok,nextdc-bangkok,Colocation,Open,,False,False,100.56535853,14.03362668,Ban Bang Kadi Pathum Thani,Phra Nakhon Si Ayutthaya,TH,dW7p9E,https://app.dcbyte.com/property/nextdc-bangkok
GdAPOw,DC 3 & DC 4,dc-3-and-dc-4-polcom,Colocation,Open,committed,False,False,19.8379,49.98773,Skawina,Lesser Poland Voivodeship,PL,6WVRrW,https://app.dcbyte.com/property/dc-3-and-dc-4-polcom
BXN9jG,Perses,tet-perses,Colocation,Open,live,True,False,24.123958,56.951269,Riga,Riga,LV,PloZ72,https://app.dcbyte.com/property/tet-perses
BJrz5B,,new-zealand-1,Self-build,Open,"committed, live",True,False,174.602065398,-36.814085646,Rosebank,Auckland,NZ,,https://app.dcbyte.com/property/new-zealand-1
GkY6DB,Data Centre,hostingovye-telesistemy-data-centre,Colocation,Open,,False,False,37.627702283,55.712709114,Zamoskvorech'ye,Moscow,RU,2rADkE,https://app.dcbyte.com/property/hostingovye-telesistemy-data-centre
RQZd6G,Zhongtu IDC,zhongtu-idc,Colocation,,,False,False,116.327602986,39.896700372,Baizhifang,Beijing,CN,zWMKv2,https://app.dcbyte.com/property/zhongtu-idc
BgAkmG,,tcc-datacenter,Self-build,,,False,False,13.300925195,-8.824350721,Luanda,Luanda,AO,,https://app.dcbyte.com/property/tcc-datacenter
B1pv8w,Deglava DC,retn-deglava-dc,Colocation,Open,live,True,False,24.201075,56.948463,Ulbroka,Stopini,LV,nEX3MW,https://app.dcbyte.com/property/retn-deglava-dc
w5Ayqw,Athena 2,athena-2,Colocation,Open,early_stage,False,False,151.126697543,-33.780328693,Macquarie Park,New South Wales,AU,6Ej7B2,https://app.dcbyte.com/property/athena-2
B13K4G,,microsoft-fairwater,Self-build,Open,"live, under_construction",True,True,-87.900955481,42.675181497,Sturtevant,Wisconsin,US,,https://app.dcbyte.com/property/microsoft-fairwater
GzYrpR,Jababeka Data Center,datacomm-jababeka-data-center,Colocation,Open,"live, committed",True,False,107.156313661,-6.263530346,Cikarang,West Java,ID,WZZ54W,https://app.dcbyte.com/property/datacomm-jababeka-data-center
RK8N3G,,china-telecom-huma-data-center,Self-build,Open,live,True,False,121.444004641,31.342080446,Baoshan,Shanghai Shi,CN,,https://app.dcbyte.com/property/china-telecom-huma-data-center
GZZa8G,,hamura-building-1,Self-build,Open,"under_construction, committed",False,True,139.315666538,35.775310509,Fussa,Tokyo,JP,,https://app.dcbyte.com/property/hamura-building-1
wodqpB,Atlanta DC2,qts-atlanta-dc2,Colocation,Open,"under_construction, live",True,True,-84.419549974,33.777306495,Atlanta,Georgia,US,WVoAxE,https://app.dcbyte.com/property/qts-atlanta-dc2
GdAWPw,Gerbang Nusajaya,logos-gerbang-nusajaya,Colocation,Open,early_stage,False,False,103.590779131,1.410813809,Pekan Nenas,Johor,MY,l9bLRW,https://app.dcbyte.com/property/logos-gerbang-nusajaya
G33NPG,Evobits IT Campus,evobits-it-campus,Colocation,Open,landbanked,False,False,23.587546399,46.767520743,Cluj-Napoca,Cluj,RO,W0Gzel,https://app.dcbyte.com/property/evobits-it-campus
R2rLMR,,quito,Self-build,Open,live,True,False,-78.470382362,-0.112213465,Quito,Pichincha,EC,,https://app.dcbyte.com/property/quito
w9qXEw,SP7,sp7,Colocation,Open,"under_construction, early_stage",False,True,-46.859361346,-23.461783824,Barueri,Sao Paulo,BR,XW5rEZ,https://app.dcbyte.com/property/sp7
RxPzaR,DEN02,edgeconnex-den02,Colocation,Open,early_stage,False,False,-104.82934543,39.562944997,Dove Valley,Colorado,US,PWOPEL,https://app.dcbyte.com/property/edgeconnex-den02
Grv4XG,TX11,vantage-tx11,Colocation,Open,"under_construction, committed",False,True,-98.790064747,29.41606622,Castroville,Texas,US,b2YA62,https://app.dcbyte.com/property/vantage-tx11
GZZzLG,SV12x,sv12x,Colocation,Open,"live, early_stage",True,False,-121.785790336,37.240701192,Seven Trees,California,US,XW5rEZ,https://app.dcbyte.com/property/sv12x
GlXy7G,PA10,equinix-pa10,Colocation,Open,live,True,False,2.348731292,48.927456008,Saint-Denis,Ile-de-France,FR,XW5rEZ,https://app.dcbyte.com/property/equinix-pa10
wMr6xB,EC10 Nowra,ec10-nowra,Colocation,Open,early_stage,False,False,150.601021856,-34.876107174,Nowra,New South Wales,AU,NE8bVl,https://app.dcbyte.com/property/ec10-nowra
BgA3KG,One Market Center,one-market-center,Colocation,Open,live,True,False,-76.62008876,39.291807989,Baltimore,Maryland,US,WZZBkW,https://app.dcbyte.com/property/one-market-center
RvPAOw,Les Ulis I & II,les-ulis-i-and-ii,Colocation,Open,early_stage,False,False,2.192340984,48.683057411,Orsay,Ile-de-France,FR,zWMzvE,https://app.dcbyte.com/property/les-ulis-i-and-ii
RjxYew,,g11,Self-build,Open,live,True,False,25.281336313,54.68828142,Vilnius,Vilnius County,LT,,https://app.dcbyte.com/property/g11
RQZQeG,Kolkata,kolkata,Colocation,Open,"committed, live",True,False,88.457269089,22.612104304,Dam Dam,West Bengal,IN,vWx3Ml,https://app.dcbyte.com/property/kolkata
GW6jZR,Daiichi Data Center,toukei-daiichi-data-center,Colocation,Open,live,True,False,139.614220359,35.573323085,Chofugaoka,Tokyo,JP,gEARQ2,https://app.dcbyte.com/property/toukei-daiichi-data-center
wV6vxw,,kaunas-ktu,Self-build,Open,live,True,False,23.956883633,54.904729797,Dainava (Kaunas),Kauno apskritis,LT,,https://app.dcbyte.com/property/kaunas-ktu
RjWONG,ATL1,serverfarm-atl1,Colocation,Open,live,True,False,-84.06411568,34.036064197,Suwanee,Georgia,US,alddZl,https://app.dcbyte.com/property/serverfarm-atl1
R8mMVG,,hansen-farm-road,Self-build,Open,"under_construction, committed",False,True,-77.568743816,38.779658574,Linton Hall,Virginia,US,,https://app.dcbyte.com/property/hansen-farm-road
BE9l3B,netXDC Tokyo Center 4 (ST4),netxdc-tokyo-center-4-(st4),Colocation,,,False,False,139.754572321,35.694081662,Tokyo,Tokyo,JP,6EjgX2,https://app.dcbyte.com/property/netxdc-tokyo-center-4-(st4)
BEWjVG,JK6,dci-indonesia-jk6,Colocation,Open,"live, under_construction, committed",True,True,107.0982763,-6.30453613,Cikarang,West Java,ID,7Eme5E,https://app.dcbyte.com/property/dci-indonesia-jk6
wVVXKw,Raisteniskes,raisteniskes,Colocation,Open,committed,False,False,25.18284313,54.777948777,Pasilaiciai,Vilnius County,LT,O2awBW,https://app.dcbyte.com/property/raisteniskes
GnqayR,Minoh Campus,minoh-campus,Colocation,Open,early_stage,False,False,135.5181127,34.852997499,Mino,Osaka,JP,Ploe4E,https://app.dcbyte.com/property/minoh-campus
GrZA1G,Pyeongchon Data Centre,actis-pyeongchon-data-centre,Colocation,Open,"committed, under_construction",False,True,126.948319932,37.37317094,Anyang-si,Gyeonggi-do,KR,WerjmE,https://app.dcbyte.com/property/actis-pyeongchon-data-centre
BX6yDG,D Project Koto,d-project-koto,Colocation,,,False,False,139.798870721,35.660750857,Urayasu,Tokyo,JP,WxKoml,https://app.dcbyte.com/property/d-project-koto
RpZOmw,,microsoft-lyh03-08,Self-build,Open,landbanked,False,False,-78.516599712,36.631662549,Clarksville,Virginia,US,,https://app.dcbyte.com/property/microsoft-lyh03-08
RjxXMw,,hostline-dc1,Self-build,Open,"live, committed",True,False,25.273529,54.648789,Naujamiestis,Vilnius County,LT,,https://app.dcbyte.com/property/hostline-dc1
RK852G,Vilnius,vilnius-rackray,Colocation,Open,"early_stage, live",True,False,25.26675,54.677329,Naujamiestis,Vilnius County,LT,WDq64E,https://app.dcbyte.com/property/vilnius-rackray
wVqnpG,Rabale - Tower 9,rabale---tower-9,Colocation,Open,committed,False,False,73.015305276,19.146396141,Airoli,Maharashtra,IN,6lvD3E,https://app.dcbyte.com/property/rabale---tower-9
BELQyw,,undisclosed-hampton-meadows-technology-park,Self-build,Open,landbanked,False,False,-94.611857093,39.309443374,Smithville,Missouri,US,,https://app.dcbyte.com/property/undisclosed-hampton-meadows-technology-park
R4JXXw,MIL08,mil08,Colocation,Open,"committed, early_stage",False,False,9.214026348,45.324203975,Siziano,Lombardy,IT,dW7KMW,https://app.dcbyte.com/property/mil08
GnqdvR,Salford,salford,Colocation,Open,committed,False,False,-2.306254317,53.475736476,Trafford Park,England,GB,2PwmjE,https://app.dcbyte.com/property/salford
w5AZvw,Kyutaromachi Data Centre,kyutaromachi-data-centre,Colocation,Open,early_stage,False,False,135.508682447,34.681307318,Osaka-shi,Osaka,JP,XW5rEZ,https://app.dcbyte.com/property/kyutaromachi-data-centre
RYML4R,,google-indiana-project-zodiac,Self-build,Open,"early_stage, committed",False,False,-85.042075307,41.036371923,New Haven,Indiana,US,,https://app.dcbyte.com/property/google-indiana-project-zodiac
RKvKZB,,kuala-lumpur-(elimina-1-and-2),Self-build,Open,"under_construction, committed",False,True,101.516550885,3.224529239,Kuang,Selangor,MY,,https://app.dcbyte.com/property/kuala-lumpur-(elimina-1-and-2)
w5An3w,Mumbai DC11,mumbai-dc11,Colocation,Open,early_stage,False,False,73.025031058,19.111611471,Airoli,Maharashtra,IN,02rZo2,https://app.dcbyte.com/property/mumbai-dc11
B7QWLG,,ge-pucc-002,Self-build,Open,landbanked,False,False,8.880509241,44.414594822,San Teodoro,Liguria,IT,,https://app.dcbyte.com/property/ge-pucc-002
RvP0rw,,kazakhtelekom-aktau,Self-build,,,False,False,51.148677877,43.654010232,Aktau,Mangghystau,KZ,,https://app.dcbyte.com/property/kazakhtelekom-aktau
RKvx5B,,aws-razor5,Self-build,Open,"live, under_construction, committed",True,True,-86.47403043,41.668582826,New Carlisle,Indiana,US,,https://app.dcbyte.com/property/aws-razor5
BqWedG,Santiago 3,santiago-3,Colocation,Open,live,True,False,-70.706626434,-33.335976353,Chicureo Abajo,Santiago Metropolitan,CL,8W1oA2,https://app.dcbyte.com/property/santiago-3
BJvmzB,,google-kansas-city,Self-build,Open,"under_construction, committed",False,True,-94.460144795,39.175843166,Claycomo,Missouri,US,,https://app.dcbyte.com/property/google-kansas-city
BALmyw,Zirmunai,zirmunai,Colocation,Open,live,True,False,25.297547,54.723858,Vilnius,Vilnius County,LT,O2awBW,https://app.dcbyte.com/property/zirmunai
GkW6NG,DC BG02,dc-bg02,Colocation,Open,"under_construction, early_stage",False,True,-74.13979632,4.753726045,Cota,Cundinamarca,CO,Xl9LM2,https://app.dcbyte.com/property/dc-bg02
GagKvB,Rabale - Tower 8,rabale---tower-8,Colocation,Open,committed,False,False,73.015365027,19.145265419,Airoli,Maharashtra,IN,6lvD3E,https://app.dcbyte.com/property/rabale---tower-8
GLogzR,,aws-pdx146,Self-build,Open,landbanked,False,False,-119.295339178,45.803071472,Hermiston,Oregon,US,,https://app.dcbyte.com/property/aws-pdx146
woQnlR,S2,s2,Colocation,Open,live,True,False,25.417486778,54.68703361,Skaidiskes,,LT,O2awBW,https://app.dcbyte.com/property/s2
R8m5vG,London GB TWO,global-technical-realty-london-gb-two,Colocation,Open,"committed, early_stage",False,False,-0.402501073,51.501023687,Hayes,England,GB,OWDv12,https://app.dcbyte.com/property/global-technical-realty-london-gb-two
RKaL3w,DC3,at-tokyo-dc3,Colocation,Open,live,True,False,139.469723897,35.678328866,Kokubunji,Tokyo,JP,xW0peW,https://app.dcbyte.com/property/at-tokyo-dc3
RKZ7qB,DFW 26,digital-realty-dfw-26,Colocation,Open,live,True,False,-97.005265576,33.00255952,Lewisville,Texas,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-dfw-26
GWM3ZB,Saudi Arabia 3,saudi-arabia-3,Colocation,Open,landbanked,False,False,46.546542594,24.596335687,Riyadh,Ar Riyad,SA,EApaQW,https://app.dcbyte.com/property/saudi-arabia-3
G6bv4G,Berzaunes iela 1 Riga,cloudhosting-berzaunes-iela-1-riga,Colocation,Open,live,True,False,24.159374,56.969824,Riga,Riga,LV,Pl4PVl,https://app.dcbyte.com/property/cloudhosting-berzaunes-iela-1-riga
GrvoKG,SVY05,svy05,Colocation,Open,under_construction,False,True,-121.895033445,37.403011512,Milpitas,California,US,dW7KMW,https://app.dcbyte.com/property/svy05
woWYbw,Badgerys Creek Campus,badgerys-creek-campus,Colocation,Open,early_stage,False,False,150.763408273,-33.874661921,Bringelly,New South Wales,AU,z2wmZW,https://app.dcbyte.com/property/badgerys-creek-campus
RjWL8G,,amazon-web-services-aws-nokesville-rd,Self-build,Open,under_construction,False,True,-77.49268694,38.749911336,Manassas,Virginia,US,,https://app.dcbyte.com/property/amazon-web-services-aws-nokesville-rd
RQ3W9w,CH4,ntt-global-data-centers-ch4,Colocation,Open,committed,False,False,-88.004234842,41.988805034,Itasca,Illinois,US,vWx5EJ,https://app.dcbyte.com/property/ntt-global-data-centers-ch4
BEWkoG,AiNET CyberNAP,ainet-cybernap,Colocation,Open,live,True,False,-76.606484533,39.14029302,South Gate,Maryland,US,WZZBkW,https://app.dcbyte.com/property/ainet-cybernap
RpZ4Aw,Dahlgren West,dahlgren-west,Colocation,Open,committed,False,False,-77.107806783,38.311015288,Dahlgren,Virginia,US,2PJdaW,https://app.dcbyte.com/property/dahlgren-west
R8Vyvw,,tencent-chongqing-cloud-data-centre-,Self-build,Open,live,True,False,106.520144692,29.794360738,Shuitu,Chongqing Shi,CN,,https://app.dcbyte.com/property/tencent-chongqing-cloud-data-centre-
G3VgWR,Legacy Campus,skybox-datacenters-legacy-campus,Colocation,Open,early_stage,False,False,-96.835092209,33.068660039,The Colony,Texas,US,W0G56l,https://app.dcbyte.com/property/skybox-datacenters-legacy-campus
RpZqAw,London 14,virtus-london-14,Colocation,Open,under_construction,False,True,-0.444154864,51.504924084,West Drayton,England,GB,Xl97E7,https://app.dcbyte.com/property/virtus-london-14
RKZv2B,,microsoft-denmark-east-lille-skensved,Self-build,Open,"live, under_construction, early_stage",True,True,12.152313491,55.508729656,Solrod,Zealand,DK,,https://app.dcbyte.com/property/microsoft-denmark-east-lille-skensved
GWZm1R,,aws-county-road-172,Self-build,Open,landbanked,False,False,-97.698311842,30.482117693,Round Rock,Texas,US,,https://app.dcbyte.com/property/aws-county-road-172
gB7gbB,The Dataport,netcetera-the-dataport,Colocation,Open,,False,False,-4.629986,54.089929,Castletown,Castletown,IM,V2k752,https://app.dcbyte.com/property/netcetera-the-dataport
XRjQNB,1400 East Devon Avenue,1400-east-devon-avenue,Colocation,Open,live,True,False,-87.965477,41.993547,Elk Grove Village,Illinois,US,7EmxWb,https://app.dcbyte.com/property/1400-east-devon-avenue
B133QG,,central-computing-facility-(ccf),Self-build,Open,landbanked,False,False,-89.609100317,39.781656836,Grandview,Illinois,US,,https://app.dcbyte.com/property/central-computing-facility-(ccf)
Gn4byB,,beanfield-metroconnect-dc2,Self-build,Open,live,True,False,-73.572074226,45.508918179,Montreal,Quebec,CA,,https://app.dcbyte.com/property/beanfield-metroconnect-dc2
RKZNzB,Ridgeland,ridgeland,Colocation,Open,live,True,False,-90.147241514,32.437326538,Ridgeland,Mississippi,US,WOkpMW,https://app.dcbyte.com/property/ridgeland
G33vPG,Lithia Springs Campus,databank-lithia-springs-campus,Colocation,Open,under_construction,False,True,-84.538880139,33.743195785,Mableton,Georgia,US,0EQbZ2,https://app.dcbyte.com/property/databank-lithia-springs-campus
weN19B,Pune - Darumbare DC Park,pune---darumbare-dc-park,Colocation,Open,early_stage,False,False,73.682062125,18.646310809,Talegaon Dabhade,Maharashtra,IN,z2wXjl,https://app.dcbyte.com/property/pune---darumbare-dc-park
RxZ74w,Data Center,troll-mountain-data-center,Colocation,Open,live,True,False,7.775356256,58.520094732,Evje,Aust-Agder,NO,l4d4Vl,https://app.dcbyte.com/property/troll-mountain-data-center
