public_id,name,slug,category,facility_status,stage_of_development,is_live,is_under_construction,longitude,latitude,city,admin_region,country_code,company_id,dcbyte_url
GneyaR,Yizhuang Data Center,yizhuang-data-center,Colocation,Open,live,True,False,116.521405524,39.790066543,Jiugong,Beijing,CN,vWxqjE,https://app.dcbyte.com/property/yizhuang-data-center
GDopnR,Ashburn (VA2) Data Center Campus,vantage-ashburn-(va2)-data-center-campus,Colocation,Open,live,True,False,-77.430415322,38.998030656,Sterling,Virginia,US,b2YA62,https://app.dcbyte.com/property/vantage-ashburn-(va2)-data-center-campus
wOvxrG,Simon House (MCR2),simon-house-(mcr2),Colocation,Open,"live, under_construction",True,True,-2.258439025,53.378605052,Ringway,England,GB,DWJ4G2,https://app.dcbyte.com/property/simon-house-(mcr2)
RxZnZw,,strasbourg,Self-build,Open,live,True,False,7.736426531,48.590709738,Strasbourg,Alsace,FR,,https://app.dcbyte.com/property/strasbourg
B1Xz8w,Warsaw 3,atman-warsaw-3,Colocation,Open,"live, under_construction, committed, early_stage",True,True,20.807453097,52.205494008,Ozarow Mazowiecki,Masovian Voivodeship,PL,q26dwW,https://app.dcbyte.com/property/atman-warsaw-3
RpOxAB,Chachoengsao,chachoengsao-keppel,Colocation,,,False,False,101.333321637,13.611191948,Plaeng Yao,Chachoengsao,TH,vWxDjW,https://app.dcbyte.com/property/chachoengsao-keppel
GDrjpB,BER2,ber2,Colocation,Open,"live, committed",True,False,13.573794082,52.263570566,Mittenwalde,Brandenburg,DE,b2YA62,https://app.dcbyte.com/property/ber2
RjPPnw,,phoenix-data-center,Self-build,Open,live,True,False,-111.826875765,33.355136707,San Carlos,Arizona,US,,https://app.dcbyte.com/property/phoenix-data-center
Gyk1EB,Frosinone 1,seeweb-frosinone-1,Colocation,Open,live,True,False,13.319789406,41.619521524,Frosinone,Latium,IT,0WeD7l,https://app.dcbyte.com/property/seeweb-frosinone-1
RvXo0w,"Sussex Tech, LLC",hourigan-sussex-tech--llc,Colocation,Open,landbanked,False,False,-77.129300776,37.076137381,Waverly,Virginia,US,EjojY2,https://app.dcbyte.com/property/hourigan-sussex-tech--llc
Ga7AXB,,xai-colossus-2,Self-build,Open,"live, committed",True,False,-90.04157506,34.999543584,Southaven,Mississippi,US,,https://app.dcbyte.com/property/xai-colossus-2
wODmoB,Watkins Center South,watkins-center-south,Colocation,Open,landbanked,False,False,-77.689228749,37.500876906,Brandermill,Virginia,US,gEAyLE,https://app.dcbyte.com/property/watkins-center-south
R2Jb4R,Project Hazelnut Lerta,project-hazelnut-lerta,Colocation,Open,landbanked,False,False,-76.054564278,40.968539692,Conyngham,Pennsylvania,US,WG5zL2,https://app.dcbyte.com/property/project-hazelnut-lerta
wo1JbR,Cedar Rapids,qts-datacenters-cedar-rapids,Colocation,Open,"committed, early_stage, under_construction",False,True,-91.756765836,41.908234436,Fairfax,Iowa,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-cedar-rapids
wo1OlR,Navalmoral De La Mata,navalmoral-de-la-mata,Colocation,Open,early_stage,False,False,-5.517640597,39.915213002,Navalmoral de la Mata,Extremadura,ES,WxKPpl,https://app.dcbyte.com/property/navalmoral-de-la-mata
BqWY1G,Atlanta - Alpharetta,atlanta-alpharetta,Colocation,Open,live,True,False,-84.252033926,34.086960738,Alpharetta,Georgia,US,0We6rE,https://app.dcbyte.com/property/atlanta-alpharetta
BgJQKw,Austin,logix-austin,Colocation,Open,live,True,False,-97.7220813,30.26124534,Austin,Texas,US,WxKMDl,https://app.dcbyte.com/property/logix-austin
GneAaR,BJ18,bj18,Colocation,Open,live,True,False,116.106597879,39.706091618,Gongchen,Beijing,CN,z2wv3E,https://app.dcbyte.com/property/bj18
RxZWow,,romacineca,Self-build,Open,live,True,False,12.512179089,41.898891125,Rome,Latium,IT,,https://app.dcbyte.com/property/romacineca
Rj0mEw,Victor Hugo DC,victor-hugo-dc-magyar-telekom,Colocation,Open,live,True,False,19.055701481,47.517979904,Budapest VI. keruelet,Budapest,HU,6WVAwl,https://app.dcbyte.com/property/victor-hugo-dc-magyar-telekom
G6En4R,San Antonio Data Center,qts-datacenters-san-antonio-data-center,Colocation,Open,live,True,False,-98.653173772,29.449155397,Leon Valley,Texas,US,WVoAxE,https://app.dcbyte.com/property/qts-datacenters-san-antonio-data-center
BJgeeR,MAD4,mad4,Colocation,Open,"live, under_construction, committed, early_stage",True,True,-3.629738584,40.438523697,San Blas,Madrid,ES,7EmxWb,https://app.dcbyte.com/property/mad4
GrXzoB,HCMC02 (Creative Space),hcmc02-(creative-space),Colocation,Open,"committed, live",True,False,106.74570716,10.768803586,Quan Hai,Ho Chi Minh City,VN,n2by8E,https://app.dcbyte.com/property/hcmc02-(creative-space)
RxnbLw,,magnora-scale-averøya,Self-build,Open,early_stage,False,False,7.664753051,63.088334465,Bruhagen,More og Romsdal,NO,,https://app.dcbyte.com/property/magnora-scale-averøya
RKlY4G,Atecsys Data Center,atecsys-data-center,Colocation,Open,"live, committed",True,False,116.556566614,40.089150766,Tianzhu,Beijing,CN,WxKr5l,https://app.dcbyte.com/property/atecsys-data-center
R0aK5G,,val-de-reuil-2,Self-build,Open,live,True,False,1.190036979,49.261711895,Le Vaudreuil,Haute-Normandie,FR,,https://app.dcbyte.com/property/val-de-reuil-2
GmXMvR,"DC1 & DC2 - Katowice, Gospodarcza",dc1-and-dc2---katowice--gospodarcza,Colocation,Open,live,True,False,19.063623381,50.24556398,Katowice,Silesian Voivodeship,PL,7lygPE,https://app.dcbyte.com/property/dc1-and-dc2---katowice--gospodarcza
GlXNZG,,apple-viborg,Self-build,Open,"live, under_construction, early_stage",True,True,9.573166102,56.481449017,Bjerringbro,Central Jutland,DK,,https://app.dcbyte.com/property/apple-viborg
BE1KLB,Calpine Data Center,calpine-data-center,Colocation,Open,landbanked,False,False,-76.268737314,39.759889271,Susquehanna Trails,Pennsylvania,US,lyk0RE,https://app.dcbyte.com/property/calpine-data-center
wV6n7w,DFW01-01,prime-data-centers-dfw01-01,Colocation,Open,live,True,False,-96.878345527,32.838078682,Irving,Texas,US,4EKzRW,https://app.dcbyte.com/property/prime-data-centers-dfw01-01
BEWpdG,,milan-1-and-2,Self-build,Open,live,True,False,9.386691855,45.428884067,Caleppio,Lombardy,IT,,https://app.dcbyte.com/property/milan-1-and-2
yGl7gR,DFW17,digital-realty-dfw17,Colocation,Open,live,True,False,-96.713341634,32.967280161,Richardson,Texas,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-dfw17
R0mJgG,3300 Essex Drive,mapletree-industrial-3300-essex-drive,Colocation,Open,live,True,False,-96.661659217,33.000122301,Plano,Texas,US,P2gPBl,https://app.dcbyte.com/property/mapletree-industrial-3300-essex-drive
wVMOxG,,dub55,Self-build,Open,live,True,False,-6.351374886,53.29531675,Firhouse,Leinster,IE,,https://app.dcbyte.com/property/dub55
RKllZG,Athena,athena,Colocation,Open,live,True,False,151.126072839,-33.779959746,Macquarie Park,New South Wales,AU,6Ej7B2,https://app.dcbyte.com/property/athena
lR879B,DFW35,digital-realty-dfw35,Colocation,Open,live,True,False,-96.710415312,32.96508844,Richardson,Texas,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-dfw35
BA3ymG,AUH6,khazna-auh6,Colocation,Open,live,True,False,54.623409121,24.420732729,Abu Dhabi,Abu Dhabi,AE,xW0y4E,https://app.dcbyte.com/property/khazna-auh6
Bb000G,Langfang Gu'An Data Center (PKX2),langfang-gu'an-data-center-(pkx2),Colocation,Open,"committed, live",True,False,116.240381242,39.457960163,Yufa,Beijing,CN,EmMDgE,https://app.dcbyte.com/property/langfang-gu'an-data-center-(pkx2)
GdANNw,,kajaani_xtx,Self-build,Open,"early_stage, committed",False,False,27.639645283,64.248528576,Kajaani,Kainuu,FI,,https://app.dcbyte.com/property/kajaani_xtx
R8VW4w,LF10,lf10,Colocation,Open,live,True,False,116.763256875,39.46480375,Langfang,Hebei,CN,z2wv3E,https://app.dcbyte.com/property/lf10
ARNK8G,CPT1,africa-data-centres-cpt1,Colocation,Open,"live, under_construction",True,True,18.478112,-34.038599,Retreat,Western Cape,ZA,q26MPE,https://app.dcbyte.com/property/africa-data-centres-cpt1
wVq6VG,,novartis-fort-worth,Self-build,Open,"live, early_stage",True,False,-97.319776475,32.651264054,Edgecliff Village,Texas,US,,https://app.dcbyte.com/property/novartis-fort-worth
wM25xB,,denham,Self-build,Open,early_stage,False,False,-0.491526958,51.564862398,Denham,England,GB,,https://app.dcbyte.com/property/denham
BX6kDG,,microsoft-lyle-creek,Self-build,Open,committed,False,False,-81.200270381,35.734995572,Conover,North Carolina,US,,https://app.dcbyte.com/property/microsoft-lyle-creek
R8JaVw,Chase Tower- MCTX1,1547-critical-systems-realty-chase-tower-mctx1,Colocation,Open,live,True,False,-98.231415815,26.202261491,McAllen,Texas,US,WOkYjW,https://app.dcbyte.com/property/1547-critical-systems-realty-chase-tower-mctx1
Gl4YgG,SP03,sp03,Colocation,Open,"under_construction, committed, early_stage",False,True,-46.571098115,-23.677352762,Sao Bernardo do Campo,Sao Paulo,BR,lL6MpE,https://app.dcbyte.com/property/sp03
RjxrMw,Iceland,verne-global-iceland,Colocation,Open,"live, committed, early_stage",True,False,-22.575696103,63.977399392,Reykjanesbaer,Southern Peninsula,IS,olzxME,https://app.dcbyte.com/property/verne-global-iceland
RvYrOB,,a1-leonding,Self-build,Open,live,True,False,14.260522074,48.265920403,Leonding,Upper Austria,AT,,https://app.dcbyte.com/property/a1-leonding
BELOdw,Lunar 3,lunar-digital-3,Colocation,Open,live,True,False,-2.193756268,53.465313356,Longsight,England,GB,WVBdrW,https://app.dcbyte.com/property/lunar-digital-3
GyYLOG,SAMX Fauquier County,samx-fauquier-county,Colocation,Open,early_stage,False,False,-77.789805984,38.545580244,Bealeton,Virginia,US,EjoOy2,https://app.dcbyte.com/property/samx-fauquier-county
GZqMLR,DXB2,dxb2-khazna,Colocation,Open,live,True,False,55.305130859,25.186164483,Dubai,Dubai,AE,xW0y4E,https://app.dcbyte.com/property/dxb2-khazna
RjPg8w,,iad55,Self-build,Open,live,True,False,-77.648411473,38.815596212,Haymarket,Virginia,US,,https://app.dcbyte.com/property/iad55
wOQ0kR,Johannesburg 1,dimension-data-johannesburg-1,Colocation,Open,"live, committed",True,False,28.139330964,-25.92044852,Midrand,Gauteng,ZA,vWx5EJ,https://app.dcbyte.com/property/dimension-data-johannesburg-1
RK8xDG,Kizad,du-kizad,Colocation,Open,"live, committed",True,False,54.749412399,24.699299674,Abu Dhabi,Abu Dhabi,AE,z2wZvE,https://app.dcbyte.com/property/du-kizad
BXppaB,Orlando - Eatonville,hostdime-orlando-eatonville,Colocation,Open,under_construction,False,True,-81.385270826,28.614627181,Eatonville,Florida,US,z2wBLE,https://app.dcbyte.com/property/hostdime-orlando-eatonville
wV66Ow,EC51 Ho Chi Minh City,ec51-ho-chi-minh-city,Colocation,Open,live,True,False,106.793299275,10.867974085,Thu Duc,Ho Chi Minh City,VN,NE8bVl,https://app.dcbyte.com/property/ec51-ho-chi-minh-city
Gm61Lw,Lien Chieu,lien-chieu,Colocation,Open,early_stage,False,False,108.138071686,16.076748072,Lien Chieu,Da Nang,VN,DWJbZW,https://app.dcbyte.com/property/lien-chieu
G32nlR,STO01B,sto01b,Colocation,Open,committed,False,False,17.897182633,59.511496711,Upplands Vaesby,Stockholm,SE,dW7KMW,https://app.dcbyte.com/property/sto01b
G6b6PG,North Data Centre,north-data-centre,Colocation,Open,live,True,False,103.780319551,1.443248499,Johor Bahru,Johor,MY,P2gQnW,https://app.dcbyte.com/property/north-data-centre
RxnWKw,Den Bosch,den-bosch,Colocation,Open,"live, under_construction, committed",True,True,5.353521385,51.691779584,'s-Hertogenbosch,North Brabant,NL,nEXvQl,https://app.dcbyte.com/property/den-bosch
wod41B,Data center,data-center-liguria-digitale,Colocation,Open,live,True,False,8.900478339,44.408717128,San Teodoro,Liguria,IT,W0GD4l,https://app.dcbyte.com/property/data-center-liguria-digitale
G3pVkw,DEN1-Englewood,databank-den1-englewood,Colocation,Open,live,True,False,-104.866573,39.564181,Meridian,Colorado,US,0EQbZ2,https://app.dcbyte.com/property/databank-den1-englewood
weX2VG,DC-6,cloudhq-dc-6,Colocation,Open,live,True,False,-77.531749002,38.747736338,Bull Run,Virginia,US,dW7O0W,https://app.dcbyte.com/property/cloudhq-dc-6
B1prVw,Hoa Lac Data Center,viettel-hoa-lac-data-center,Colocation,Open,live,True,False,105.531175223,21.008547331,Lien Quan,Ha Noi,VN,DWJbZW,https://app.dcbyte.com/property/viettel-hoa-lac-data-center
RvXYrw,Project West,project-west,Colocation,Open,early_stage,False,False,-85.014525,32.98262,La Grange,Georgia,US,lobjj2,https://app.dcbyte.com/property/project-west
Gl49VG,Kearney Tech One Crossing,sequitor-edge-llc-kearney-tech-one-crossing,Colocation,Open,early_stage,False,False,-99.049858617,40.724274779,Kearney,Nebraska,US,EpyKO2,https://app.dcbyte.com/property/sequitor-edge-llc-kearney-tech-one-crossing
G32XlR,Wester Hermiston AI Data Centre Campus,wester-hermiston-ai-data-centre-campus,Colocation,Open,,False,False,-3.333623932,55.916232712,Currie,Scotland,GB,EAjbM2,https://app.dcbyte.com/property/wester-hermiston-ai-data-centre-campus
G32LYR,,university-data-center-,Self-build,Open,live,True,False,35.477643,33.8929499,Ra's Bayrut,Beyrouth,LB,,https://app.dcbyte.com/property/university-data-center-
BgV7mw,Lidice 2,lidice-2,Colocation,Open,live,True,False,-70.649402236,-33.435226085,Santiago,Santiago Metropolitan,CL,olzowW,https://app.dcbyte.com/property/lidice-2
Bb8YkG,Pampa Energy Center,duos-edge-ai-pampa-energy-center,Colocation,Open,early_stage,False,False,-101.044133082,35.485723973,Pampa,Texas,US,EXgeqW,https://app.dcbyte.com/property/duos-edge-ai-pampa-energy-center
RN9PYB,China Unicom (Huailai) Big Data Innovation Industrial Park,china-unicom-(huailai)-big-data-innovation-industrial-park,Colocation,Open,live,True,False,115.816175045,40.328384105,Kangzhuang,Beijing,CN,02r5BE,https://app.dcbyte.com/property/china-unicom-(huailai)-big-data-innovation-industrial-park
Gamx6G,OS2x,os2x,Colocation,Open,live,True,False,135.508268763,34.860452487,Mino,Osaka,JP,XW5rEZ,https://app.dcbyte.com/property/os2x
9RYLdB,SV3,equinix-sv3,Colocation,Open,live,True,False,-121.888457202,37.388383858,Milpitas,California,US,XW5rEZ,https://app.dcbyte.com/property/equinix-sv3
RNa5dB,Malaysia,gibo-malaysia,Colocation,Open,early_stage,False,False,110.435192392,1.514523095,Kuching,Sarawak,MY,lvD89E,https://app.dcbyte.com/property/gibo-malaysia
bGzOMw,Lunar 1 and 2,lunar-digital-1-and-2,Colocation,Open,live,True,False,-2.248055,53.46445,Hulme,England,GB,WVBdrW,https://app.dcbyte.com/property/lunar-digital-1-and-2
RvXDaw,Osaka Data Centre,osaka-data-centre-capitaland,Colocation,Open,committed,False,False,135.553520153,34.87579317,Ibaraki,Osaka,JP,6lvvdl,https://app.dcbyte.com/property/osaka-data-centre-capitaland
R8LXZR,OSL04 Campus,osl04-campus,Colocation,Open,"live, early_stage",True,False,11.0045008,59.632888096,Tomter,Ostfold,NO,dW7KMW,https://app.dcbyte.com/property/osl04-campus
G32kYR,Cyberjaya DC2,cyberjaya-dc2,Colocation,Open,"committed, under_construction",False,True,101.662958792,2.917883011,Putrajaya,Putrajaya,MY,6EjMRW,https://app.dcbyte.com/property/cyberjaya-dc2
Gz3kVw,,microsoft-plano,Self-build,Open,landbanked,False,False,-88.484704089,41.687856189,Plano,Illinois,US,,https://app.dcbyte.com/property/microsoft-plano
Gl44gG,HMC,hmc,Colocation,Open,early_stage,False,False,-118.1226,34.0485,Monterey Park,California,US,2wM0KW,https://app.dcbyte.com/property/hmc
GykkJB,Slough 2,slough-2,Colocation,Open,live,True,False,-0.614771,51.516386,Slough,England,GB,vWx5EJ,https://app.dcbyte.com/property/slough-2
RYq1OR,,apple-phoenix-data-center,Self-build,Open,live,True,False,-111.603529349,33.346797403,Apache Junction,Arizona,US,,https://app.dcbyte.com/property/apple-phoenix-data-center
BAyWmB,Helsinki,telia-helsinki,Colocation,Open,"live, under_construction, early_stage",True,True,24.877698,60.215919,Teekkarikylae,Uusimaa,FI,O2awBW,https://app.dcbyte.com/property/telia-helsinki
8Rv0aw,SV4,equinix-sv4,Colocation,Open,live,True,False,-122.014496,37.414805,Sunnyvale,California,US,XW5rEZ,https://app.dcbyte.com/property/equinix-sv4
Rj00Nw,Heartland AI Hub,beacon-ai-hub-heartland-ai-hub,Colocation,Open,early_stage,False,False,-113.095965839,53.76483,Fort Saskatchewan,Alberta,CA,EAOv8l,https://app.dcbyte.com/property/beacon-ai-hub-heartland-ai-hub
w9q6pw,Wichita Falls,calvano-development-wichita-falls,Colocation,Open,landbanked,False,False,-98.560373366,33.958707528,Wichita Falls,Texas,US,W0bV62,https://app.dcbyte.com/property/calvano-development-wichita-falls
Gy5pEG,MUC I,emc-hostco-muc-i,Colocation,Open,live,True,False,11.592865,48.195442,Bogenhausen,Bavaria,DE,XW51gW,https://app.dcbyte.com/property/emc-hostco-muc-i
R8VxVw,DK1 Skanderborg,dk1-skanderborg,Colocation,Open,live,True,False,9.993100946,56.070026773,Stilling,Central Jutland,DK,WZnXdW,https://app.dcbyte.com/property/dk1-skanderborg
GrljKB,Münchenstein (Basel) 2,münchenstein-(basel)-2,Colocation,Open,live,True,False,7.6174428,47.5148064,Munchenstein,Basel-Landschaft,CH,V2kZ5E,https://app.dcbyte.com/property/münchenstein-(basel)-2
GlP4zG,Houston 1,data-foundry-houston-1,Colocation,Open,live,True,False,-95.472295266,29.749287781,Hunters Creek Village,Texas,US,2wZKOE,https://app.dcbyte.com/property/data-foundry-houston-1
wVnLKw,AZ2,vantage-data-centers-az2,Colocation,Open,,False,False,-112.373101085,33.405493737,Goodyear,Arizona,US,b2YA62,https://app.dcbyte.com/property/vantage-data-centers-az2
RNQXlB,CPH3,digital-realty-cph3,Colocation,Open,"under_construction, live",True,True,12.37850981,55.726919263,Ballerup,Capital Region,DK,7EmxWb,https://app.dcbyte.com/property/digital-realty-cph3
Rx98dG,,clydesdale-bank-hillington-park,Self-build,Open,live,True,False,-4.382564622,55.861713553,Renfrew,Scotland,GB,,https://app.dcbyte.com/property/clydesdale-bank-hillington-park
B1jEQR,Gaffney,cielo-gaffney,Colocation,Open,committed,False,False,-81.598010025,35.080280809,East Gaffney,South Carolina,US,2axZGE,https://app.dcbyte.com/property/cielo-gaffney
B1QvxB,LA2,coresite-la2,Colocation,Open,"under_construction, live",True,True,-118.235661,34.05829,Los Angeles,California,US,7ly68W,https://app.dcbyte.com/property/coresite-la2
8Rv1AB,Dallas Campus,aligned-dallas-campus,Colocation,Open,live,True,False,-96.676406475,33.009528116,Plano,Texas,US,6WVJdW,https://app.dcbyte.com/property/aligned-dallas-campus
BE8xow,SV11,sv11,Colocation,Open,live,True,False,-121.783895818,37.243327497,Seven Trees,California,US,XW5rEZ,https://app.dcbyte.com/property/sv11
Grll7B,Saunders Lake AI Hub,beacon-ai-centers-saunders-lake-ai-hub,Colocation,Open,early_stage,False,False,-113.498503759,53.308018569,Leduc,Alberta,CA,EAOv8l,https://app.dcbyte.com/property/beacon-ai-centers-saunders-lake-ai-hub
R2ZzDR,,bt-global-services-ireland-site-3,Self-build,Open,live,True,False,-5.865044368,54.594728025,Castlereagh,Northern Ireland,GB,,https://app.dcbyte.com/property/bt-global-services-ireland-site-3
we833G,Athens Campus,athens-campus-serverfarm,Colocation,Open,"early_stage, committed",False,False,23.83297963,38.140417512,Kryoneri,Attica,GR,alddZl,https://app.dcbyte.com/property/athens-campus-serverfarm
Gy4kVR,Chandragiri,chandragiri,Colocation,Open,live,True,False,85.239680221,27.679073693,Kirtipur,Central Region,NP,EAOeMl,https://app.dcbyte.com/property/chandragiri
RKv6eB,Campus Griswold Site 2,campus-griswold-site-2,Colocation,Open,early_stage,False,False,-71.946680873,41.619965261,Jewett City,Connecticut,US,lonjn2,https://app.dcbyte.com/property/campus-griswold-site-2
R4Dg8R,JK Technology Park 2,jk-technology-park-2,Colocation,Open,committed,False,False,-77.54339602,38.948296567,Brambleton,Virginia,US,W0G7nl,https://app.dcbyte.com/property/jk-technology-park-2
B1Xm3w,Portland Metro Data Center Campus,crane-data-centers-portland-metro-data-center-campus,Colocation,Open,"under_construction, early_stage",False,True,-123.079660263,45.515878105,Cornelius,Oregon,US,WZZ34W,https://app.dcbyte.com/property/crane-data-centers-portland-metro-data-center-campus
gB7xPR,SV8,equinix-sv8,Colocation,Open,live,True,False,-122.160780116,37.445957408,Palo Alto,California,US,XW5rEZ,https://app.dcbyte.com/property/equinix-sv8
RjW6nG,OTT Data Center,ott-data-center,Colocation,Open,"under_construction, committed",False,True,100.640374703,13.744183996,Suan Luang,Bangkok,TH,dW7Vxl,https://app.dcbyte.com/property/ott-data-center
Gz75Mw,Sao Paulo 1,sao-paulo-1-1,Colocation,Open,early_stage,False,False,-46.897799846,-23.454215106,Santana de Parnaiba,Sao Paulo,BR,lvnAdl,https://app.dcbyte.com/property/sao-paulo-1-1
B7VKbw,Hoa Lac Data Centre 2,hoa-lac-data-centre-2,Colocation,Open,"live, committed",True,False,105.541987522,20.999698057,Lien Quan,Ha Noi,VN,DWJbZW,https://app.dcbyte.com/property/hoa-lac-data-centre-2
Gy4YLR,Dulles Design Center,pointone-dulles-design-center,Colocation,Open,committed,False,False,-77.42779637,39.019780464,Sterling,Virginia,US,W3dMqE,https://app.dcbyte.com/property/pointone-dulles-design-center
woWnKw,MWH03.1,mwh03-1,Colocation,Open,early_stage,False,False,8.73319733,50.118026997,Offenbach,Hesse,DE,W1O1x2,https://app.dcbyte.com/property/mwh03-1
GDLloG,Mulberry Place Town Hall & Lighterman House,mulberry-place-town-hall-and-lighterman-house,Colocation,Open,early_stage,False,False,-0.006162586,51.510052,Poplar,England,GB,WVBZJW,https://app.dcbyte.com/property/mulberry-place-town-hall-and-lighterman-house
B1XxMw,Incheon IDC,dreammark-incheon-idc,Colocation,Open,"live, committed",True,False,126.679909618,37.480049843,Incheon,Incheon,KR,z2w332,https://app.dcbyte.com/property/dreammark-incheon-idc
R88KWR,,salalah,Self-build,Open,"live, committed",True,False,54.5018709,17.0384543,Salalah,Zufar,OM,,https://app.dcbyte.com/property/salalah
RKv22B,AUH4,khazna-auh4,Colocation,Open,committed,False,False,54.578324998,24.292931356,Abu Dhabi,Abu Dhabi,AE,xW0y4E,https://app.dcbyte.com/property/khazna-auh4
8Rv3NG,RCS Kayl,ebrc-rcs-kayl,Colocation,Open,live,True,False,6.052014,49.497573,Kayl,Luxembourg,LU,WMqQYW,https://app.dcbyte.com/property/ebrc-rcs-kayl
RKaA4w,LA1,coresite-la1,Colocation,Open,live,True,False,-118.255505,34.048157,Los Angeles,California,US,7ly68W,https://app.dcbyte.com/property/coresite-la1
Gm4NJR,Sydney,sydney-,Colocation,Open,,False,False,150.817794282,-33.785734488,Mount Druitt,New South Wales,AU,WxDqmW,https://app.dcbyte.com/property/sydney-
4RKKzR,MA3,equinix-ma3,Colocation,Open,live,True,False,-2.293868,53.468251,Trafford Park,England,GB,XW5rEZ,https://app.dcbyte.com/property/equinix-ma3
Gy4WWR,,herva,Self-build,Open,landbanked,False,False,25.660747106,65.504755281,Yli-Ii,Northern Ostrobothnia,FI,,https://app.dcbyte.com/property/herva
R8Q7ZG,Liepkalnis Data Center,liepkalnis-data-center-baltneta,Colocation,Open,"committed, live",True,False,25.306832774,54.637352113,Rasos,Vilnius County,LT,6WVQxl,https://app.dcbyte.com/property/liepkalnis-data-center-baltneta
kGakYB,DFW36,digital-realty-dfw36,Colocation,Open,live,True,False,-96.873713,32.827366,Irving,Texas,US,7EmxWb,https://app.dcbyte.com/property/digital-realty-dfw36
BPdAbB,Milan,milan-ntt,Colocation,Open,early_stage,False,False,9.313133495,45.351024612,Riozzo,Lombardy,IT,vWx5EJ,https://app.dcbyte.com/property/milan-ntt
RpY5mG,DC J13,data-logistics-center-dc-j13,Colocation,Open,live,True,False,25.287612234,54.691741262,Vilnius,Vilnius County,LT,5W3keW,https://app.dcbyte.com/property/data-logistics-center-dc-j13
Gz7Zow,RN01,colovore-rn01,Colocation,Open,under_construction,False,True,-119.480956543,39.531532737,Stagecoach,Nevada,US,lzxQ9E,https://app.dcbyte.com/property/colovore-rn01
RpZlqw,MUC1,muc1,Colocation,Open,live,True,False,11.611681,48.255604,Garching bei Munchen,Bavaria,DE,2wZmOE,https://app.dcbyte.com/property/muc1
B13W8G,Viettel High-Tech Research and Development Data Center,viettel-high-tech-research-and-development-data-center,Colocation,Open,"committed, early_stage",False,False,106.548548815,10.922299147,Hoc Mon,Ho Chi Minh City,VN,DWJbZW,https://app.dcbyte.com/property/viettel-high-tech-research-and-development-data-center
RNQk8B,,master-internet-masterdc-brno,Self-build,Open,"live, committed",True,False,16.618675047,49.19684714,Brno,South Moravian,CZ,,https://app.dcbyte.com/property/master-internet-masterdc-brno
R4DYoR,,kajaani_google,Self-build,Open,early_stage,False,False,27.124282834,64.097345785,Vuolijoki,Kainuu,FI,,https://app.dcbyte.com/property/kajaani_google
wOD1QB,Gouldsboro Data Center,ne-edge-gouldsboro-data-center,Colocation,Open,early_stage,False,False,-75.523426238,41.253786188,Moscow,Pennsylvania,US,WMqBDW,https://app.dcbyte.com/property/ne-edge-gouldsboro-data-center
YBg4OR,400 Holger Way,400-holger-way,Colocation,Open,live,True,False,-121.942982724,37.418776995,Milpitas,California,US,WBB9RW,https://app.dcbyte.com/property/400-holger-way
jBE36G,DA3,equinix-da3,Colocation,Open,live,True,False,-96.819140638,32.801045126,Dallas,Texas,US,XW5rEZ,https://app.dcbyte.com/property/equinix-da3
RpO7DB,,lwsa,Self-build,Open,live,True,False,-46.728870029,-23.641653426,Taboao da Serra,Sao Paulo,BR,,https://app.dcbyte.com/property/lwsa
BPJMdG,NETDOOR JXN,netdoor-jxn,Colocation,Open,live,True,False,-90.178095251,32.309058888,Jackson,Mississippi,US,Ejb6YE,https://app.dcbyte.com/property/netdoor-jxn
w5VA8B,Hickman Property,hickman-property,Colocation,Open,early_stage,False,False,-84.874605569,33.707516687,Villa Rica,Georgia,US,WNq6nl,https://app.dcbyte.com/property/hickman-property
EG6EbR,Sheffield,pulsant-sheffield,Colocation,Open,"under_construction, live",True,True,-1.314445736,53.502117816,Bolton upon Dearne,England,GB,m2P3EL,https://app.dcbyte.com/property/pulsant-sheffield
GDKJDR,Mountain Road Technology Park,mountain-road-technology-park,Colocation,Open,landbanked,False,False,-77.539503006,37.697901956,Glen Allen,Virginia,US,2k77B2,https://app.dcbyte.com/property/mountain-road-technology-park
Bg510G,Van Wert,undisclosed-van-wert,Colocation,Open,early_stage,False,False,-84.566943545,40.878157662,Van Wert,Ohio,US,olz3nW,https://app.dcbyte.com/property/undisclosed-van-wert
GrZegG,,via-anna-kuliscioff,Self-build,Open,live,True,False,9.112995545,45.447042899,Romano Banco,Lombardy,IT,,https://app.dcbyte.com/property/via-anna-kuliscioff
B7V5bw,Augsburg 1 data center,augsburg-1-data-center,Colocation,Open,live,True,False,10.8286499,48.3884896,Stadtbergen,Bavaria,DE,DlLJvE,https://app.dcbyte.com/property/augsburg-1-data-center
wVnmxw,PE2,opendc-pe2,Colocation,Open,"early_stage, under_construction, live, committed",True,True,100.289582484,5.296184729,Kampung Sungai Ara,Penang,MY,W3J9jl,https://app.dcbyte.com/property/opendc-pe2
Grl91B,,lendaidc,Self-build,Open,under_construction,False,True,13.04902845,47.296662014,Lend,Salzburg,AT,,https://app.dcbyte.com/property/lendaidc
